t	y
0.10039999999999964	0.005332766925855334
0.1338666666666668	0.009139922695087132
0.16733333333333303	0.0034291890412394346
0.20080000000000017	0.009139922695087132
0.23426666666666643	0.009139922695087132
0.2677333333333336	-0.009895856151071858
0.3011999999999998	-0.03654594653569445
0.33466666666666606	-0.07652108211262833
0.3681333333333332	-0.12791768499725759
0.40159999999999946	-0.20025364461266176
0.4350666666666666	-0.2630717148049864
0.46853333333333375	-0.35063629749731784
0.502	-0.45152592538196046
0.5354666666666662	-0.5486083974973714
0.5690444444444438	-0.6609194926897094
0.6025111111111119	-0.7541948090358885
0.6359777777777781	-0.6437872917281663
0.6694444444444444	-0.5486083974973714
0.7029111111111115	-0.4686581263435035
0.7363777777777777	-0.40203290038194706
0.769844444444444	-0.34111840807423827
0.8033111111111102	-0.2973361167280726
0.8367777777777783	-0.2649752926896023
0.8702444444444445	-0.24213235807421152
0.9037111111111108	-0.22119300134343667
0.9371777777777779	-0.21167511192035715
0.9706444444444442	-0.21928942345882074
1.0041111111111105	-0.23451804653574793
1.0375777777777784	-0.2649752926896023
1.0710444444444447	-0.30685400615115216
1.104511111111111	-0.3582506090357814
1.1379777777777782	-0.4248758349973379
1.1714444444444443	-0.5010189503819739
1.2049111111111106	-0.5828727994204576
1.2383777777777778	-0.668533804228173
1.271844444444445	-0.7522912311512726
1.305311111111111	-0.6590159148050935
1.3387777777777783	-0.5790656436512257
1.3723555555555549	-0.516247573458901
1.405822222222222	-0.46675454845888764
1.4392888888888893	-0.42297225711272196
1.4727555555555554	-0.3887078551896358
1.5062222222222226	-0.3696720763434768
1.5396888888888889	-0.3582506090357814
1.5731555555555552	-0.3525398753819337
1.6066222222222222	-0.3582506090357814
1.6400888888888885	-0.3791899657665563
1.6735555555555557	-0.4172615234588743
1.707022222222222	-0.46104381480504
1.740488888888889	-0.5200547292281329
1.7739555555555562	-0.5828727994204576
1.8074222222222225	-0.6609194926897094
1.8408888888888897	-0.7503876532666566
1.8743555555555549	-0.7656162763435839
1.907822222222222	-0.6704373821127889
